Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
GR4,NO2,01/11/2016 00:00,27.5,ug m-3,R
GR4,NO2,02/11/2016 00:00,36.8,ug m-3,R
GR4,NO2,03/11/2016 00:00,36.3,ug m-3,R
GR4,NO2,04/11/2016 00:00,37.3,ug m-3,R
GR4,NO2,05/11/2016 00:00,23.2,ug m-3,R
GR4,NO2,06/11/2016 00:00,14.6,ug m-3,R
GR4,NO2,07/11/2016 00:00,19.7,ug m-3,R
GR4,NO2,08/11/2016 00:00,39.7,ug m-3,R
GR4,NO2,09/11/2016 00:00,34.5,ug m-3,R
GR4,NO2,10/11/2016 00:00,32.8,ug m-3,R
GR4,NO2,11/11/2016 00:00,34.1,ug m-3,R
GR4,NO2,12/11/2016 00:00,20.5,ug m-3,R
GR4,NO2,13/11/2016 00:00,24.4,ug m-3,R
GR4,NO2,14/11/2016 00:00,31.3,ug m-3,R
GR4,NO2,15/11/2016 00:00,23.7,ug m-3,R
GR4,NO2,16/11/2016 00:00,19.4,ug m-3,R
GR4,NO2,17/11/2016 00:00,15.5,ug m-3,R
GR4,NO2,18/11/2016 00:00,23.6,ug m-3,R
GR4,NO2,19/11/2016 00:00,18.4,ug m-3,R
GR4,NO2,20/11/2016 00:00,18.7,ug m-3,R
GR4,NO2,21/11/2016 00:00,16.1,ug m-3,R
GR4,NO2,22/11/2016 00:00,10.3,ug m-3,R
GR4,NO2,23/11/2016 00:00,27.2,ug m-3,R
GR4,NO2,24/11/2016 00:00,12.1,ug m-3,R
GR4,NO2,25/11/2016 00:00,21.6,ug m-3,R
GR4,NO2,26/11/2016 00:00,27.2,ug m-3,R
GR4,NO2,27/11/2016 00:00,14.2,ug m-3,R
GR4,NO2,28/11/2016 00:00,28.4,ug m-3,R
GR4,NO2,29/11/2016 00:00,59.2,ug m-3,R
GR4,NO2,30/11/2016 00:00,78.2,ug m-3,R
GR4,NO2,01/12/2016 00:00,63.5,ug m-3,R
GR4,NO2,02/12/2016 00:00,50.1,ug m-3,R
GR4,NO2,03/12/2016 00:00,26.8,ug m-3,R
GR4,NO2,04/12/2016 00:00,34.9,ug m-3,R
GR4,NO2,05/12/2016 00:00,56.3,ug m-3,R
GR4,NO2,06/12/2016 00:00,43.9,ug m-3,R
GR4,NO2,07/12/2016 00:00,20.5,ug m-3,R
GR4,NO2,08/12/2016 00:00,21.3,ug m-3,R
GR4,NO2,09/12/2016 00:00,19.6,ug m-3,R
GR4,NO2,10/12/2016 00:00,15.4,ug m-3,R
GR4,NO2,11/12/2016 00:00,29.1,ug m-3,R
GR4,NO2,12/12/2016 00:00,25.9,ug m-3,R
GR4,NO2,13/12/2016 00:00,21.2,ug m-3,R
GR4,NO2,14/12/2016 00:00,28.4,ug m-3,R
GR4,NO2,15/12/2016 00:00,34.7,ug m-3,R
GR4,NO2,16/12/2016 00:00,37.6,ug m-3,R
GR4,NO2,17/12/2016 00:00,41.9,ug m-3,R
GR4,NO2,18/12/2016 00:00,37.6,ug m-3,R
GR4,NO2,19/12/2016 00:00,41.8,ug m-3,R
GR4,NO2,20/12/2016 00:00,33.3,ug m-3,R
GR4,NO2,21/12/2016 00:00,21,ug m-3,R
GR4,NO2,22/12/2016 00:00,38.3,ug m-3,R
GR4,NO2,23/12/2016 00:00,14.1,ug m-3,R
GR4,NO2,24/12/2016 00:00,12.3,ug m-3,R
GR4,NO2,25/12/2016 00:00,3.6,ug m-3,R
GR4,NO2,26/12/2016 00:00,21.6,ug m-3,R
GR4,NO2,27/12/2016 00:00,47.9,ug m-3,R
GR4,NO2,28/12/2016 00:00,48.6,ug m-3,R
GR4,NO2,29/12/2016 00:00,42.3,ug m-3,R
GR4,NO2,30/12/2016 00:00,39.1,ug m-3,R
GR4,NO2,31/12/2016 00:00,24.3,ug m-3,R
GR4,NO2,01/01/2017 00:00,8.6,ug m-3,R
GR4,NO2,02/01/2017 00:00,23.5,ug m-3,R
GR4,NO2,03/01/2017 00:00,37.4,ug m-3,R
GR4,NO2,04/01/2017 00:00,31.7,ug m-3,R
GR4,NO2,05/01/2017 00:00,69.7,ug m-3,R
GR4,NO2,06/01/2017 00:00,33.9,ug m-3,R
GR4,NO2,07/01/2017 00:00,31.5,ug m-3,R
GR4,NO2,08/01/2017 00:00,31.7,ug m-3,R
GR4,NO2,09/01/2017 00:00,19.9,ug m-3,R
GR4,NO2,10/01/2017 00:00,35.4,ug m-3,R
GR4,NO2,11/01/2017 00:00,19.6,ug m-3,R
GR4,NO2,12/01/2017 00:00,25.8,ug m-3,R
GR4,NO2,13/01/2017 00:00,21.9,ug m-3,R
GR4,NO2,14/01/2017 00:00,36.2,ug m-3,R
GR4,NO2,15/01/2017 00:00,32,ug m-3,R
GR4,NO2,16/01/2017 00:00,35.4,ug m-3,R
GR4,NO2,17/01/2017 00:00,44.6,ug m-3,R
GR4,NO2,18/01/2017 00:00,64.2,ug m-3,R
GR4,NO2,19/01/2017 00:00,56.4,ug m-3,R
GR4,NO2,20/01/2017 00:00,58.7,ug m-3,R
GR4,NO2,21/01/2017 00:00,57.1,ug m-3,R
GR4,NO2,22/01/2017 00:00,48.3,ug m-3,R
GR4,NO2,23/01/2017 00:00,60.6,ug m-3,R
GR4,NO2,24/01/2017 00:00,58.7,ug m-3,R
GR4,NO2,25/01/2017 00:00,36.8,ug m-3,R
GR4,NO2,26/01/2017 00:00,32.1,ug m-3,R
GR4,NO2,27/01/2017 00:00,36.9,ug m-3,R
GR4,NO2,28/01/2017 00:00,18.1,ug m-3,R
GR4,NO2,29/01/2017 00:00,10,ug m-3,R
GR4,NO2,30/01/2017 00:00,23.2,ug m-3,R
GR4,NO2,31/01/2017 00:00,25.1,ug m-3,R
GR4,NO2,01/02/2017 00:00,16.7,ug m-3,R
GR4,NO2,02/02/2017 00:00,9.2,ug m-3,R
GR4,NO2,03/02/2017 00:00,8.4,ug m-3,R
GR4,NO2,04/02/2017 00:00,34.8,ug m-3,R
GR4,NO2,05/02/2017 00:00,25.3,ug m-3,R
GR4,NO2,06/02/2017 00:00,29,ug m-3,R
GR4,NO2,07/02/2017 00:00,40.7,ug m-3,R
GR4,NO2,08/02/2017 00:00,26,ug m-3,R
GR4,NO2,09/02/2017 00:00,23.4,ug m-3,R
GR4,NO2,10/02/2017 00:00,27.1,ug m-3,R
GR4,NO2,11/02/2017 00:00,20.5,ug m-3,R
GR4,NO2,12/02/2017 00:00,25.7,ug m-3,R
GR4,NO2,13/02/2017 00:00,35.3,ug m-3,R
GR4,NO2,14/02/2017 00:00,35.4,ug m-3,R
GR4,NO2,15/02/2017 00:00,24,ug m-3,R
GR4,NO2,16/02/2017 00:00,30.2,ug m-3,R
GR4,NO2,17/02/2017 00:00,35.1,ug m-3,R
GR4,NO2,18/02/2017 00:00,17.4,ug m-3,R
GR4,NO2,19/02/2017 00:00,18.7,ug m-3,R
GR4,NO2,20/02/2017 00:00,19.9,ug m-3,R
GR4,NO2,21/02/2017 00:00,19,ug m-3,R
GR4,NO2,22/02/2017 00:00,13.4,ug m-3,R
GR4,NO2,23/02/2017 00:00,8.8,ug m-3,R
GR4,NO2,24/02/2017 00:00,29.9,ug m-3,R
GR4,NO2,25/02/2017 00:00,8.3,ug m-3,R
GR4,NO2,26/02/2017 00:00,4.1,ug m-3,R
GR4,NO2,27/02/2017 00:00,9.6,ug m-3,R
GR4,NO2,28/02/2017 00:00,17.9,ug m-3,R
GR4,NO2,01/03/2017 00:00,17.1,ug m-3,R
GR4,NO2,02/03/2017 00:00,12.7,ug m-3,R
GR4,NO2,03/03/2017 00:00,18.6,ug m-3,R
GR4,NO2,04/03/2017 00:00,10.9,ug m-3,R
GR4,NO2,05/03/2017 00:00,5.8,ug m-3,R
GR4,NO2,06/03/2017 00:00,27.9,ug m-3,R
GR4,NO2,07/03/2017 00:00,24,ug m-3,R
GR4,NO2,08/03/2017 00:00,25.6,ug m-3,R
GR4,NO2,09/03/2017 00:00,22,ug m-3,R
GR4,NO2,10/03/2017 00:00,16.3,ug m-3,R
GR4,NO2,11/03/2017 00:00,16.9,ug m-3,R
GR4,NO2,12/03/2017 00:00,38.9,ug m-3,R
GR4,NO2,13/03/2017 00:00,33.4,ug m-3,R
GR4,NO2,14/03/2017 00:00,27.7,ug m-3,R
GR4,NO2,15/03/2017 00:00,31.6,ug m-3,R
GR4,NO2,16/03/2017 00:00,24.4,ug m-3,R
GR4,NO2,17/03/2017 00:00,18.8,ug m-3,R
GR4,NO2,18/03/2017 00:00,9.8,ug m-3,R
GR4,NO2,19/03/2017 00:00,6.6,ug m-3,R
GR4,NO2,20/03/2017 00:00,12.4,ug m-3,R
GR4,NO2,21/03/2017 00:00,11,ug m-3,R
GR4,NO2,22/03/2017 00:00,13.5,ug m-3,R
GR4,NO2,23/03/2017 00:00,20.1,ug m-3,R
GR4,NO2,24/03/2017 00:00,18.5,ug m-3,R
GR4,NO2,25/03/2017 00:00,13.1,ug m-3,R
GR4,NO2,26/03/2017 00:00,14.3,ug m-3,R
GR4,NO2,27/03/2017 00:00,31,ug m-3,R
GR4,NO2,28/03/2017 00:00,28,ug m-3,R
GR4,NO2,29/03/2017 00:00,14.6,ug m-3,R
GR4,NO2,30/03/2017 00:00,15.2,ug m-3,R
GR4,NO2,31/03/2017 00:00,18.8,ug m-3,R
GR4,NO2,01/04/2017 00:00,15.1,ug m-3,R
GR4,NO2,02/04/2017 00:00,26.2,ug m-3,R
GR4,NO2,03/04/2017 00:00,23.1,ug m-3,R
GR4,NO2,04/04/2017 00:00,22.2,ug m-3,R
GR4,NO2,05/04/2017 00:00,18.5,ug m-3,R
GR4,NO2,06/04/2017 00:00,36.6,ug m-3,R
GR4,NO2,07/04/2017 00:00,37.8,ug m-3,R
GR4,NO2,08/04/2017 00:00,22.2,ug m-3,R
GR4,NO2,09/04/2017 00:00,17.2,ug m-3,R
GR4,NO2,10/04/2017 00:00,14.8,ug m-3,R
GR4,NO2,11/04/2017 00:00,20.8,ug m-3,R
GR4,NO2,12/04/2017 00:00,17.6,ug m-3,R
GR4,NO2,13/04/2017 00:00,17.5,ug m-3,R
GR4,NO2,14/04/2017 00:00,15.2,ug m-3,R
GR4,NO2,15/04/2017 00:00,9,ug m-3,R
GR4,NO2,16/04/2017 00:00,12.6,ug m-3,R
GR4,NO2,17/04/2017 00:00,8.7,ug m-3,R
GR4,NO2,18/04/2017 00:00,10.6,ug m-3,R
GR4,NO2,19/04/2017 00:00,18.3,ug m-3,R
GR4,NO2,20/04/2017 00:00,25.3,ug m-3,R
GR4,NO2,21/04/2017 00:00,30.2,ug m-3,R
GR4,NO2,22/04/2017 00:00,12.4,ug m-3,R
GR4,NO2,23/04/2017 00:00,10.7,ug m-3,R
GR4,NO2,24/04/2017 00:00,21.2,ug m-3,R
GR4,NO2,25/04/2017 00:00,12.4,ug m-3,R
GR4,NO2,26/04/2017 00:00,13.6,ug m-3,R
GR4,NO2,27/04/2017 00:00,34.1,ug m-3,R
GR4,NO2,28/04/2017 00:00,26.4,ug m-3,R
GR4,NO2,29/04/2017 00:00,14.3,ug m-3,R
GR4,NO2,30/04/2017 00:00,13.6,ug m-3,R
GR4,NO2,01/05/2017 00:00,8.7,ug m-3,R
GR4,NO2,02/05/2017 00:00,18.3,ug m-3,R
GR4,NO2,03/05/2017 00:00,13.5,ug m-3,R
GR4,NO2,04/05/2017 00:00,12.7,ug m-3,R
GR4,NO2,05/05/2017 00:00,13,ug m-3,R
GR4,NO2,06/05/2017 00:00,15.7,ug m-3,R
GR4,NO2,07/05/2017 00:00,10,ug m-3,R
GR4,NO2,08/05/2017 00:00,11.7,ug m-3,R
GR4,NO2,09/05/2017 00:00,12.7,ug m-3,R
GR4,NO2,10/05/2017 00:00,19.1,ug m-3,R
GR4,NO2,11/05/2017 00:00,42.2,ug m-3,R
GR4,NO2,12/05/2017 00:00,15.4,ug m-3,R
GR4,NO2,13/05/2017 00:00,9.2,ug m-3,R
GR4,NO2,14/05/2017 00:00,8.6,ug m-3,R
GR4,NO2,15/05/2017 00:00,10.6,ug m-3,R
GR4,NO2,16/05/2017 00:00,9.7,ug m-3,R
GR4,NO2,17/05/2017 00:00,24.2,ug m-3,R
GR4,NO2,18/05/2017 00:00,31.5,ug m-3,R
GR4,NO2,19/05/2017 00:00,20.3,ug m-3,R
GR4,NO2,20/05/2017 00:00,6.9,ug m-3,R
GR4,NO2,21/05/2017 00:00,6,ug m-3,R
GR4,NO2,22/05/2017 00:00,19.4,ug m-3,R
GR4,NO2,23/05/2017 00:00,21.2,ug m-3,R
GR4,NO2,24/05/2017 00:00,18.7,ug m-3,R
GR4,NO2,25/05/2017 00:00,19.7,ug m-3,R
GR4,NO2,26/05/2017 00:00,29,ug m-3,R
GR4,NO2,27/05/2017 00:00,16.4,ug m-3,R
GR4,NO2,28/05/2017 00:00,16.5,ug m-3,R
GR4,NO2,29/05/2017 00:00,11,ug m-3,R
GR4,NO2,30/05/2017 00:00,10.7,ug m-3,R
GR4,NO2,31/05/2017 00:00,18.3,ug m-3,R
GR4,NO2,01/06/2017 00:00,12.1,ug m-3,R
GR4,NO2,02/06/2017 00:00,26.2,ug m-3,R
GR4,NO2,03/06/2017 00:00,11.5,ug m-3,R
GR4,NO2,04/06/2017 00:00,4.3,ug m-3,R
GR4,NO2,05/06/2017 00:00,3.9,ug m-3,R
GR4,NO2,06/06/2017 00:00,7.8,ug m-3,R
GR4,NO2,07/06/2017 00:00,6.7,ug m-3,R
GR4,NO2,08/06/2017 00:00,5.9,ug m-3,R
GR4,NO2,09/06/2017 00:00,8.2,ug m-3,R
GR4,NO2,10/06/2017 00:00,4.6,ug m-3,R
GR4,NO2,11/06/2017 00:00,3.8,ug m-3,R
GR4,NO2,12/06/2017 00:00,9.8,ug m-3,R
GR4,NO2,13/06/2017 00:00,14.9,ug m-3,R
GR4,NO2,14/06/2017 00:00,21.6,ug m-3,R
GR4,NO2,15/06/2017 00:00,15.7,ug m-3,R
GR4,NO2,16/06/2017 00:00,14.4,ug m-3,R
GR4,NO2,17/06/2017 00:00,15.1,ug m-3,R
GR4,NO2,18/06/2017 00:00,10.2,ug m-3,R
GR4,NO2,19/06/2017 00:00,27.6,ug m-3,R
GR4,NO2,20/06/2017 00:00,26.1,ug m-3,R
GR4,NO2,21/06/2017 00:00,24.3,ug m-3,R
GR4,NO2,22/06/2017 00:00,14.5,ug m-3,R
GR4,NO2,23/06/2017 00:00,9.3,ug m-3,R
GR4,NO2,24/06/2017 00:00,7.2,ug m-3,R
GR4,NO2,25/06/2017 00:00,5.3,ug m-3,R
GR4,NO2,26/06/2017 00:00,10.9,ug m-3,R
GR4,NO2,27/06/2017 00:00,21.7,ug m-3,R
GR4,NO2,28/06/2017 00:00,13.1,ug m-3,R
GR4,NO2,29/06/2017 00:00,18.5,ug m-3,R
GR4,NO2,30/06/2017 00:00,20.3,ug m-3,R
GR4,NO2,01/07/2017 00:00,10.9,ug m-3,R
GR4,NO2,02/07/2017 00:00,9.7,ug m-3,R
GR4,NO2,03/07/2017 00:00,14.1,ug m-3,R
GR4,NO2,04/07/2017 00:00,16.1,ug m-3,R
GR4,NO2,05/07/2017 00:00,18.7,ug m-3,R
GR4,NO2,06/07/2017 00:00,26.8,ug m-3,R
GR4,NO2,07/07/2017 00:00,19.8,ug m-3,R
GR4,NO2,08/07/2017 00:00,12,ug m-3,R
GR4,NO2,09/07/2017 00:00,10.4,ug m-3,R
GR4,NO2,10/07/2017 00:00,14.4,ug m-3,R
GR4,NO2,11/07/2017 00:00,9,ug m-3,R
GR4,NO2,12/07/2017 00:00,7.8,ug m-3,R
GR4,NO2,13/07/2017 00:00,12.3,ug m-3,R
GR4,NO2,14/07/2017 00:00,15,ug m-3,R
GR4,NO2,15/07/2017 00:00,13.3,ug m-3,R
GR4,NO2,16/07/2017 00:00,6.8,ug m-3,R
GR4,NO2,17/07/2017 00:00,11.9,ug m-3,R
GR4,NO2,18/07/2017 00:00,19.1,ug m-3,R
GR4,NO2,19/07/2017 00:00,11.6,ug m-3,R
GR4,NO2,20/07/2017 00:00,9.4,ug m-3,R
GR4,NO2,21/07/2017 00:00,5.2,ug m-3,R
GR4,NO2,22/07/2017 00:00,6.8,ug m-3,R
GR4,NO2,23/07/2017 00:00,10.8,ug m-3,R
GR4,NO2,24/07/2017 00:00,12,ug m-3,R
GR4,NO2,25/07/2017 00:00,11.9,ug m-3,R
GR4,NO2,26/07/2017 00:00,7.5,ug m-3,R
GR4,NO2,27/07/2017 00:00,7.8,ug m-3,R
GR4,NO2,28/07/2017 00:00,5.6,ug m-3,R
GR4,NO2,29/07/2017 00:00,6.4,ug m-3,R
GR4,NO2,30/07/2017 00:00,3.5,ug m-3,R
GR4,NO2,31/07/2017 00:00,5.3,ug m-3,R
GR4,NO2,01/08/2017 00:00,7,ug m-3,R
GR4,NO2,02/08/2017 00:00,6.7,ug m-3,R
GR4,NO2,03/08/2017 00:00,5,ug m-3,R
GR4,NO2,04/08/2017 00:00,8.1,ug m-3,R
GR4,NO2,05/08/2017 00:00,17.4,ug m-3,R
GR4,NO2,06/08/2017 00:00,5.9,ug m-3,R
GR4,NO2,07/08/2017 00:00,8.9,ug m-3,R
GR4,NO2,08/08/2017 00:00,19,ug m-3,R
GR4,NO2,09/08/2017 00:00,13.7,ug m-3,R
GR4,NO2,10/08/2017 00:00,12.6,ug m-3,R
GR4,NO2,11/08/2017 00:00,12.9,ug m-3,R
GR4,NO2,12/08/2017 00:00,8,ug m-3,R
GR4,NO2,13/08/2017 00:00,8.2,ug m-3,R
GR4,NO2,14/08/2017 00:00,11.5,ug m-3,R
GR4,NO2,15/08/2017 00:00,22,ug m-3,R
GR4,NO2,16/08/2017 00:00,13.5,ug m-3,R
GR4,NO2,17/08/2017 00:00,4.6,ug m-3,R
GR4,NO2,18/08/2017 00:00,7.1,ug m-3,R
GR4,NO2,19/08/2017 00:00,6.5,ug m-3,R
GR4,NO2,20/08/2017 00:00,4.9,ug m-3,R
GR4,NO2,21/08/2017 00:00,14.6,ug m-3,R
GR4,NO2,22/08/2017 00:00,14.8,ug m-3,R
GR4,NO2,23/08/2017 00:00,16.3,ug m-3,R
GR4,NO2,24/08/2017 00:00,13.6,ug m-3,R
GR4,NO2,25/08/2017 00:00,17.1,ug m-3,R
GR4,NO2,26/08/2017 00:00,19.1,ug m-3,R
GR4,NO2,27/08/2017 00:00,18.3,ug m-3,R
GR4,NO2,28/08/2017 00:00,12.3,ug m-3,R
GR4,NO2,29/08/2017 00:00,20.3,ug m-3,R
GR4,NO2,30/08/2017 00:00,19.3,ug m-3,R
GR4,NO2,31/08/2017 00:00,14.4,ug m-3,R
GR4,NO2,01/09/2017 00:00,20,ug m-3,R
GR4,NO2,02/09/2017 00:00,13.3,ug m-3,R
GR4,NO2,03/09/2017 00:00,6.1,ug m-3,R
GR4,NO2,04/09/2017 00:00,7.4,ug m-3,R
GR4,NO2,05/09/2017 00:00,6.9,ug m-3,R
GR4,NO2,06/09/2017 00:00,19.5,ug m-3,R
GR4,NO2,07/09/2017 00:00,13.2,ug m-3,R
GR4,NO2,08/09/2017 00:00,13.4,ug m-3,R
GR4,NO2,09/09/2017 00:00,19.3,ug m-3,R
GR4,NO2,10/09/2017 00:00,7.8,ug m-3,R
GR4,NO2,11/09/2017 00:00,10.2,ug m-3,R
GR4,NO2,12/09/2017 00:00,9.6,ug m-3,R
GR4,NO2,13/09/2017 00:00,11.5,ug m-3,R
GR4,NO2,14/09/2017 00:00,19.8,ug m-3,R
GR4,NO2,15/09/2017 00:00,22.5,ug m-3,R
GR4,NO2,16/09/2017 00:00,20.2,ug m-3,R
GR4,NO2,17/09/2017 00:00,14.8,ug m-3,R
GR4,NO2,18/09/2017 00:00,20.3,ug m-3,R
GR4,NO2,19/09/2017 00:00,26.4,ug m-3,R
GR4,NO2,20/09/2017 00:00,13.5,ug m-3,R
GR4,NO2,21/09/2017 00:00,12.8,ug m-3,R
GR4,NO2,22/09/2017 00:00,16.9,ug m-3,R
GR4,NO2,23/09/2017 00:00,12.4,ug m-3,R
GR4,NO2,24/09/2017 00:00,16.6,ug m-3,R
GR4,NO2,25/09/2017 00:00,31.9,ug m-3,R
GR4,NO2,26/09/2017 00:00,27.3,ug m-3,R
GR4,NO2,27/09/2017 00:00,24.4,ug m-3,R
GR4,NO2,28/09/2017 00:00,13,ug m-3,R
GR4,NO2,29/09/2017 00:00,16.8,ug m-3,R
GR4,NO2,30/09/2017 00:00,11.3,ug m-3,R
GR4,NO2,01/10/2017 00:00,4.7,ug m-3,R
GR4,NO2,02/10/2017 00:00,11.6,ug m-3,R
GR4,NO2,03/10/2017 00:00,27.4,ug m-3,R
GR4,NO2,04/10/2017 00:00,18.5,ug m-3,R
GR4,NO2,05/10/2017 00:00,11.8,ug m-3,R
GR4,NO2,06/10/2017 00:00,25.7,ug m-3,R
GR4,NO2,07/10/2017 00:00,13,ug m-3,R
GR4,NO2,08/10/2017 00:00,21.7,ug m-3,R
GR4,NO2,09/10/2017 00:00,29.3,ug m-3,R
GR4,NO2,10/10/2017 00:00,11.1,ug m-3,R
GR4,NO2,11/10/2017 00:00,6.6,ug m-3,R
GR4,NO2,12/10/2017 00:00,14.3,ug m-3,R
GR4,NO2,13/10/2017 00:00,7.5,ug m-3,R
GR4,NO2,14/10/2017 00:00,10.7,ug m-3,R
GR4,NO2,15/10/2017 00:00,9.7,ug m-3,R
GR4,NO2,16/10/2017 00:00,10,ug m-3,R
GR4,NO2,17/10/2017 00:00,27.1,ug m-3,R
GR4,NO2,18/10/2017 00:00,35.8,ug m-3,R
GR4,NO2,19/10/2017 00:00,13.3,ug m-3,R
GR4,NO2,20/10/2017 00:00,12.8,ug m-3,R
GR4,NO2,21/10/2017 00:00,2.9,ug m-3,R
GR4,NO2,22/10/2017 00:00,8.7,ug m-3,R
GR4,NO2,23/10/2017 00:00,13.4,ug m-3,R
GR4,NO2,24/10/2017 00:00,7.6,ug m-3,R
GR4,NO2,25/10/2017 00:00,21.2,ug m-3,R
GR4,NO2,26/10/2017 00:00,32.1,ug m-3,R
GR4,NO2,27/10/2017 00:00,28.1,ug m-3,R
GR4,NO2,28/10/2017 00:00,18.2,ug m-3,R
GR4,NO2,29/10/2017 00:00,8.3,ug m-3,R
GR4,NO2,30/10/2017 00:00,35.2,ug m-3,R
GR4,NO2,31/10/2017 00:00,30.8,ug m-3,R
GR4,NO2,01/11/2017 00:00,29.4,ug m-3,R
GR4,NO2,02/11/2017 00:00,38.9,ug m-3,R
GR4,NO2,03/11/2017 00:00,31.2,ug m-3,R
GR4,NO2,04/11/2017 00:00,24.1,ug m-3,R
GR4,NO2,05/11/2017 00:00,21.1,ug m-3,R
GR4,NO2,06/11/2017 00:00,26.7,ug m-3,R
GR4,NO2,07/11/2017 00:00,11.8,ug m-3,R
GR4,NO2,08/11/2017 00:00,27.7,ug m-3,R
GR4,NO2,09/11/2017 00:00,40.7,ug m-3,R
GR4,NO2,10/11/2017 00:00,26.6,ug m-3,R
GR4,NO2,11/11/2017 00:00,25.6,ug m-3,R
GR4,NO2,12/11/2017 00:00,12.3,ug m-3,R
GR4,NO2,13/11/2017 00:00,31.6,ug m-3,R
GR4,NO2,14/11/2017 00:00,26.2,ug m-3,R
GR4,NO2,15/11/2017 00:00,32.2,ug m-3,R
GR4,NO2,16/11/2017 00:00,26.9,ug m-3,R
GR4,NO2,17/11/2017 00:00,48.9,ug m-3,R
GR4,NO2,18/11/2017 00:00,32.3,ug m-3,R
GR4,NO2,19/11/2017 00:00,32.2,ug m-3,R
GR4,NO2,20/11/2017 00:00,15.8,ug m-3,R
GR4,NO2,21/11/2017 00:00,10.4,ug m-3,R
GR4,NO2,22/11/2017 00:00,5.9,ug m-3,R
GR4,NO2,23/11/2017 00:00,12.8,ug m-3,R
GR4,NO2,24/11/2017 00:00,42.9,ug m-3,R
GR4,NO2,25/11/2017 00:00,32.4,ug m-3,R
GR4,NO2,26/11/2017 00:00,21.9,ug m-3,R
GR4,NO2,27/11/2017 00:00,16.4,ug m-3,R
GR4,NO2,28/11/2017 00:00,27.8,ug m-3,R
GR4,NO2,29/11/2017 00:00,22.3,ug m-3,R
GR4,NO2,30/11/2017 00:00,22.3,ug m-3,R
GR4,NO2,01/12/2017 00:00,17.8,ug m-3,R
GR4,NO2,02/12/2017 00:00,39.5,ug m-3,R
GR4,NO2,03/12/2017 00:00,32.5,ug m-3,R
GR4,NO2,04/12/2017 00:00,39.7,ug m-3,R
GR4,NO2,05/12/2017 00:00,35,ug m-3,R
GR4,NO2,06/12/2017 00:00,12.5,ug m-3,R
GR4,NO2,07/12/2017 00:00,15.2,ug m-3,R
GR4,NO2,08/12/2017 00:00,19.8,ug m-3,R
GR4,NO2,09/12/2017 00:00,33.4,ug m-3,R
GR4,NO2,10/12/2017 00:00,26.8,ug m-3,R
GR4,NO2,11/12/2017 00:00,24.1,ug m-3,R
GR4,NO2,12/12/2017 00:00,35.9,ug m-3,R
GR4,NO2,13/12/2017 00:00,17.7,ug m-3,R
GR4,NO2,14/12/2017 00:00,22.5,ug m-3,R
GR4,NO2,15/12/2017 00:00,23.2,ug m-3,R
GR4,NO2,16/12/2017 00:00,35.5,ug m-3,R
GR4,NO2,17/12/2017 00:00,22.8,ug m-3,R
GR4,NO2,18/12/2017 00:00,36.9,ug m-3,R
GR4,NO2,19/12/2017 00:00,42.5,ug m-3,R
GR4,NO2,20/12/2017 00:00,31.3,ug m-3,R
GR4,NO2,21/12/2017 00:00,27.9,ug m-3,R
GR4,NO2,22/12/2017 00:00,33.8,ug m-3,R
GR4,NO2,23/12/2017 00:00,13.4,ug m-3,R
GR4,NO2,24/12/2017 00:00,6.7,ug m-3,R
GR4,NO2,25/12/2017 00:00,1.5,ug m-3,R
GR4,NO2,26/12/2017 00:00,5.1,ug m-3,R
GR4,NO2,27/12/2017 00:00,13.7,ug m-3,R
GR4,NO2,28/12/2017 00:00,33.1,ug m-3,R
GR4,NO2,29/12/2017 00:00,14.1,ug m-3,R
GR4,NO2,30/12/2017 00:00,7.9,ug m-3,R
GR4,NO2,31/12/2017 00:00,4.4,ug m-3,R
GR4,NO2,01/01/2018 00:00,9.9,ug m-3,R
GR4,NO2,02/01/2018 00:00,12.4,ug m-3,R
GR4,NO2,03/01/2018 00:00,9,ug m-3,R
GR4,NO2,04/01/2018 00:00,15.2,ug m-3,R
GR4,NO2,05/01/2018 00:00,21.8,ug m-3,R
GR4,NO2,06/01/2018 00:00,22.1,ug m-3,R
GR4,NO2,07/01/2018 00:00,7.1,ug m-3,R
GR4,NO2,08/01/2018 00:00,17.2,ug m-3,R
GR4,NO2,09/01/2018 00:00,24.5,ug m-3,R
GR4,NO2,10/01/2018 00:00,31.4,ug m-3,R
GR4,NO2,11/01/2018 00:00,29.1,ug m-3,R
GR4,NO2,12/01/2018 00:00,25.3,ug m-3,R
GR4,NO2,13/01/2018 00:00,15.7,ug m-3,R
GR4,NO2,14/01/2018 00:00,22.3,ug m-3,R
GR4,NO2,15/01/2018 00:00,13.2,ug m-3,R
GR4,NO2,16/01/2018 00:00,14.6,ug m-3,R
GR4,NO2,17/01/2018 00:00,13.3,ug m-3,R
GR4,NO2,18/01/2018 00:00,18.8,ug m-3,R
GR4,NO2,19/01/2018 00:00,26,ug m-3,R
GR4,NO2,20/01/2018 00:00,18.9,ug m-3,R
GR4,NO2,21/01/2018 00:00,22.9,ug m-3,R
GR4,NO2,22/01/2018 00:00,26.4,ug m-3,R
GR4,NO2,23/01/2018 00:00,8.6,ug m-3,R
GR4,NO2,24/01/2018 00:00,8.3,ug m-3,R
GR4,NO2,25/01/2018 00:00,12.6,ug m-3,R
GR4,NO2,26/01/2018 00:00,32.7,ug m-3,R
